IBRA,lon,lat,sitetype,labcode,RCage,RCerr,RClo,RCup,occup,calc,material
Australian Alps,148.92,-36.01,rockshelter,ANU-1049,1600,60,1540,1660,Y,0,charcoal
Australian Alps,148.31,-36.51,open site,ANU-6866,950,150,800,1100,U,0,charcoal
Australian Alps,148.31,-36.51,open site,ANU-6867,4390,80,4310,4470,U,0,charcoal
Australian Alps,148.31,-36.51,open site,ANU-6868,2460,120,2340,2580,U,0,charcoal
Australian Alps,148.35,-37.36,rockshelter,SUA-2217,4660,110,4550,4770,Y,0,charcoal
Australian Alps,148.35,-37.36,rockshelter,SUA-2218,9500,750,8800,10300,Y,1,charcoal
Australian Alps,148.35,-37.36,rockshelter,GaK-9012,9850,2800,7050,12650,Y,0,charcoal
Australian Alps,148.35,-37.36,rockshelter,GaK-9013,9940,270,9670,10210,Y,0,charcoal
Australian Alps,148.35,-37.36,rockshelter,SUA-2221,14600,944,13000,16700,Y,1,charcoal
Australian Alps,148.35,-37.36,rockshelter,SUA-2222,21000,434,20200,21900,Y,1,charcoal
Australian Alps,148.95,-35.72,rockshelter,ANU-1048,550,60,490,610,Y,0,charcoal
Australian Alps,148.95,-35.72,rockshelter,ANU-1051,770,140,630,910,Y,0,charcoal
Brigalow Belt South ,149.84,-29.46,burial,GX-2669,2285,125,2160,2410,Y,0,charcoal
Broken Hill Complex,142.34,-31.95,rockshelter,ANU 704,1850,240,1610,2090,Y,0,charcoal
Broken Hill Complex,140.4,-31.11,rock engraving,Beta-13803,10250,170,10080,10420,N,0,calcium carbonate
Broken Hill Complex,140.4,-31.11,rock engraving,Beta-13804,10410,170,10240,10580,N,0,calcium carbonate
Broken Hill Complex,140.4,-31.11,rock engraving,SUA-2099,2680,380,2300,3060,N,0,soil carbonate
Broken Hill Complex,140.4,-31.11,rock engraving,SUA-2100,3530,210,3320,3740,N,0,soil carbonate
Broken Hill Complex,142.3,-31.28,open site,NSW-1,285,80,205,365,U,0,charcoal
Broken Hill Complex,140.4,-31.11,rock engraving,SUA-2011,7090,310,6780,7400,N,0,soil carbonate
Cobar Peneplain,145.6,-31.51,rockshelter,V-49,200,65,135,265,Y,0,charcoal
Cobar Peneplain,145.83,-31.36,rockshelter,V-50,310,75,235,385,Y,0,charcoal
Esperance Plains,122.27,-33.52,rockshelter,GX-6606,410,120,290,530,Y,0,carbon
Esperance Plains,122.27,-33.52,rockshelter,GX-6604,12845,310,12535,13155,Y,0,wood fragment
Esperance Plains,122.27,-33.52,rockshelter,GX-6605,13245,315,12930,13560,Y,0,carbon
Esperance Plains,118.41,-34.9,midden,SUA-1808,500,70,430,570,U,0,marine shell (Nerita atramentosa)
Esperance Plains,123.7,-34.65,midden,Wk-3334,450,45,405,495,U,0,marine
Esperance Plains,123.3,-33.95,midden,SUA-1914,420,80,340,500,Y,0,marine shell (Nerita atramentosa)
Esperance Plains,119.54,-34.38,midden,SUA-1810,390,80,310,470,Y,0,marine shell (Nerita atramentosa)
Flinders,148.29,-41.04,stone arrangement ,ANU-2297,750,100,650,850,U,0,charcoal
Flinders,147.88,-40.31,rockshelter,ANU-8130,8700,125,8575,8825,Y,0,marine shell
Flinders,147.78,-39.85,midden,ANU-7406,6250,97,6153,6347,Y,0,marine (Cellana sp.)
Flinders,147.88,-40.01,midden,ANU-7404,5560,97,5463,5657,Y,0,marine (Cellana sp.)
Flinders,147.75,-40.08,rockshelter,SUA-2895,7960,170,7790,8130,,0,charcoal
Flinders,147.75,-40.08,rockshelter,SUA-2802,8250,230,8020,8480,,0,charcoal
Flinders,147.75,-40.08,rockshelter,ANU-8996,9100,130,8970,9230,Y,0,charcoal
Flinders,147.75,-40.08,rockshelter,SUA-2894,14300,1050,13300,15400,,1,charcoal
Flinders,147.75,-40.08,rockshelter,NZA-972,14900,160,14740,15060,,0,charcoal
Flinders,147.75,-40.08,rockshelter,NZA-973,15820,220,15600,16040,,0,charcoal
Flinders,147.75,-40.08,rockshelter,Beta-28071/ETH-4954,16690,210,16480,16900,Y,0,charcoal
Flinders,147.75,-40.08,rockshelter,ANU-8997,17650,350,17300,18000,Y,0,charcoal
Flinders,147.75,-40.08,rockshelter,SUA-2898,18300,600,17700,18900,,0,charcoal
Flinders,147.75,-40.08,rockshelter,SUA-2897,18400,200,18200,18600,,0,charcoal
Flinders,147.75,-40.08,rockshelter,SUA-2893,18650,350,18300,19000,Y,0,charcoal
Flinders,147.75,-40.08,rockshelter,NZA-974,20560,290,20270,20850,,0,charcoal
Flinders,147.75,-40.08,rockshelter,ANU-8999,21890,340,21550,22230,Y,0,charcoal
Flinders,147.83,-39.83,midden,ANU-7405,5070,87,4983,5157,Y,0,marine (Cellana sp.)
Flinders,147.89,-39.76,midden,ANU-7400,4730,78,4652,4808,Y,0,marine (Cellana sp.)
Flinders,147.9,-39.76,open site,SUA-642,6520,130,6390,6650,U,0,charcoal
Flinders,147.9,-39.76,open site,SUA-641,7150,135,7015,7285,Y,0,charcoal
Flinders,147.9,-39.76,open site,SUA-640,9890,175,9715,10065,N,0,charcoal
Flinders,148.28,-40.86,hearth,Beta-8190,8300,80,8220,8380,Y,0,charcoal
Flinders,147.8,-39.88,midden,ANU-7402,5920,87,5833,6007,Y,0,marine (Cellana sp.)
Flinders Lofty Block,138.08,-32.1,hearth,ANU-656,170,60,110,230,Y,0,charcoal
Flinders Lofty Block,138.08,-32.1,hearth,ANU-658,900,90,810,990,Y,0,charcoal
Flinders Lofty Block,138.08,-32.1,hearth,ANU-657,940,350,590,1290,Y,0,charcoal
Gawler,138.72,-34.62,hearth,ANU-204,235,75,160,310,Y,0,charcoal
Jarrah Forest,122.53,-33.9,rockshelter,ARL-248,1930,100,1830,2030,U,0,marine
Jarrah Forest,122.53,-33.9,rockshelter,ARL-237,2080,100,1980,2180,U,0,marine
Jarrah Forest,118.89,-32.45,rockshelter,Wk-24311,326,89,237,415,U,0,charcoal
Jarrah Forest,118.89,-32.45,rockshelter,Not given,420,50,370,470,N,0,charcoal
Jarrah Forest,118.89,-32.45,rockshelter,Wk-24309,1340,94,1246,1434,U,0,charcoal
Jarrah Forest,118.89,-32.45,rockshelter,Wk-24864,1541,30,1511,1571,U,0,charcoal
Jarrah Forest,118.89,-32.45,rockshelter,Wk-24310,5093,30,5063,5123,U,0,charcoal
Kanmantoo,136.71,-36.05,rockshelter,CS-610,6810,80,6730,6890,Y,0,charcoal
Kanmantoo,136.71,-36.05,rockshelter,CS-495,7320,100,7220,7420,Y,0,charcoal
Kanmantoo,136.71,-36.05,rockshelter,CS-496,7450,100,7350,7550,Y,0,charcoal
Kanmantoo,137.08,-35.92,rockshelter,ANU-925,10940,160,10780,11100,Y,0,charcoal
Kanmantoo,137.08,-35.92,rockshelter,ANU-1221,16100,1000,15100,17100,Y,0,charcoal
King,144.67,-41.05,midden,V-19,1560,70,1490,1630,Y,0,charcoal
King,144.67,-41.05,midden,ANU-2493,4050,240,3810,4290,Y,0,charcoal
King,143.86,-40.06,quarry,ANU-7420,10180,240,9940,10420,Y,0,charcoal
King,143.86,-40.06,midden,ANU-7422,1980,69,1911,2049,Y,0,marine (Subninella undulata)
King,144.45,-40.34,rockshelter,ANU-1616,990,90,900,1080,U,0,charcoal
King,144.45,-40.34,rockshelter,ANU-1362,2580,70,2510,2650,Y,0,charcoal
King,144.45,-40.34,rockshelter,ANU-1615,3330,100,3230,3430,Y,0,charcoal
King,144.45,-40.34,rockshelter,ANU-1614,3960,110,3850,4070,Y,0,charcoal
King,144.45,-40.34,rockshelter,ANU-1773,6600,90,6510,6690,Y,0,charcoal
King,144.45,-40.34,rockshelter,ANU-1797,6640,100,6540,6740,Y,0,charcoal
King,144.45,-40.34,rockshelter,ANU-1552,7180,90,7090,7270,Y,0,charcoal
King,144.45,-40.34,rockshelter,ANU-1852,14760,390,14370,15150,Y,0,charcoal
King,144.45,-40.34,rockshelter,ANU-1772,14850,190,14660,15040,Y,0,charcoal
King,144.45,-40.34,rockshelter,ANU-1613,15400,330,15070,15730,Y,0,charcoal
King,144.45,-40.34,rockshelter,ANU-1361,18550,600,17950,19150,Y,0,scattered charcoal
King,144.45,-40.34,rockshelter,ANU-1774,19250,300,18950,19550,Y,0,charcoal
King,144.45,-40.34,rockshelter,ANU-1612,20850,290,20560,21140,Y,0,charcoal
King,144.45,-40.34,rockshelter,ANU-1498,22750,420,22330,23170,Y,0,charcoal
King,143.9,-40.1,burial,ANU-7039,14270,640,13630,14910,Y,0,charcoal
King,144.69,-40.73,midden,I-317,1500,150,1350,1650,Y,0,wood charcoal
King,145.1,-40.8,midden,ANU-1618,900,90,810,990,Y,0,charcoal
King,145.1,-40.8,midden,ANU-1778,1000,60,940,1060,Y,0,charcoal
King,144.63,-40.95,midden,GXO-420,2600,120,2480,2720,Y,0,wood charcoal
King,144.63,-40.95,midden,I-322,2350,150,2200,2500,Y,0,wood charcoal
King,144.71,-40.86,midden,ANU-337,840,100,740,940,Y,0,charcoal
King,144.71,-40.86,midden,ANU-340,840,100,740,940,U,0,charcoal
King,144.71,-40.86,midden,ANU-341,1070,110,960,1180,Y,0,charcoal
King,144.71,-40.86,midden,ANU-338,1230,80,1150,1310,Y,0,charcoal
King,144.71,-40.86,midden,ANU-339,1350,200,1150,1550,Y,0,charcoal
King,144.72,-40.87,burial,ANU-1136,4260,360,3900,4620,Y,0,charcoal
King,144.73,-40.33,midden,ANU-1621,420,70,350,490,Y,0,charcoal
King,144.73,-40.33,midden,ANU-1363,1610,160,1450,1770,Y,0,charcoal
King,143.91,-39.68,midden,ANU-7058,1100,78,1022,1178,Y,0,marine
King,144.73,-40.33,rockshelter with midden deposits,ANU-1698,870,70,800,940,Y,0,charcoal
King,144.73,-40.33,rockshelter with midden deposits,ANU-1699,1370,70,1300,1440,Y,0,charcoal
King,144.73,-40.33,rockshelter with midden deposits,ANU-1617,4620,360,4260,4980,Y,0,charcoal
King,145.72,-40.95,rockshelter with midden deposits,NSW-17,6050,88,5962,6138,Y,0,charcoal
King,144.76,-40.52,midden,ANU-1620,760,70,690,830,Y,0,charcoal
King,143.88,-40.1,open site,ANU-2189,7670,150,7520,7820,U,0,charcoal
King,144.63,-40.95,midden,V-66,1330,80,1250,1410,y,0,charcoal
King,144.63,-40.95,midden,V-69,1850,80,1770,1930,Y,0,charcoal
Mulga Lands,147.2,-30.2,open site,Beta-81385,1470,70,1400,1540,U,0,charcoal
Mulga Lands,147.2,-30.2,open site,Beta-81375,5590,60,5530,5650,U,0,charcoal
Mulga Lands,147.2,-30.2,open site,Beta-81376,14820,70,14750,14890,U,0,charcoal
Mulga Lands,147.2,-30.2,open site,Beta-44374,19270,230,19040,19500,Y,0,charcoal
Mulga Lands,147.2,-30.2,open site,Beta-46170,28310,200,28110,28510,Y,0,charcoal
Mulga Lands,147.2,-30.2,open site,ANUA-13012,28590,480,28110,29070,U,0,charcoal
Mulga Lands,147.2,-30.2,open site,ANUA-10011,28740,340,28400,29080,U,0,charcoal
Mulga Lands,147.2,-30.2,open site,Beta-81377,28770,300,28470,29070,U,0,charcoal
Mulga Lands,147.2,-30.2,open site,ANUA-10012,28780,350,28430,29130,U,0,charcoal
Mulga Lands,147.2,-30.2,open site,Beta-81384,29170,360,28810,29530,U,0,charcoal
Mulga Lands,147.2,-30.2,open site,Beta-46171,29570,280,29290,29850,Y,0,charcoal
Mulga Lands,147.2,-30.2,open site,Beta-44375,30280,450,29830,30730,Y,0,charcoal
Mulga Lands,147.2,-30.2,open site,Beta-81381,30990,360,30630,31350,U,0,charcoal
Mulga Lands,147.2,-30.2,open site,ANUA-12309,31340,1000,30340,32340,U,0,charcoal
Mulga Lands,147.2,-30.2,open site,ANUA-10319,32000,550,31450,32550,U,0,charcoal
Mulga Lands,147.2,-30.2,open site,Beta-81383,32420,460,31960,32880,U,0,charcoal
Mulga Lands,147.2,-30.2,open site,Beta-81382,32580,510,32070,33090,U,0,charcoal
Mulga Lands,147.2,-30.2,open site,Beta-81378,32900,510,32390,33410,U,0,charcoal
Mulga Lands,147.2,-30.2,open site,Beta-81380,33300,530,32770,33830,U,0,charcoal
Mulga Lands,147.2,-30.2,open site,Beta-81379,33660,530,33130,34190,U,0,charcoal
Murray Darling Basin,141.26,-33.64,artefact scatter/midden,Beta-166349,11730,430,11300,12160,Y,0,freshwater mussel shell
Murray Darling Basin,141.64,-33.82,artefact scatter/midden,OZF104,7910,40,7870,7950,U,0,freshwater mussel shell
Murray Darling Basin,150.36,-28.61,burial,ANU-7670B,190,70,120,260,Y,0,human bone collagen
Murray Darling Basin,142.85,-35.23,open site,SUA-558,22000,370,21630,22370,N,0,charcoal
Murray Darling Basin,142.85,-35.23,open site,Wk-166,22015,125,21890,22140,Y,0,charcoal
Murray Darling Basin,142.85,-35.23,open site,SUA-1439,23400,340,23060,23740,U,0,charcoal
Murray Darling Basin,142.85,-35.23,open site,Wk-167,23507,174,23333,23681,Y,0,charcoal
Murray Darling Basin,142.85,-35.23,open site,Wk-168,24061,144,23917,24205,Y,0,charcoal
Murray Darling Basin,142.85,-35.23,open site,Wk-169,24372,150,24222,24522,Y,0,charcoal
Murray Darling Basin,142.85,-35.23,open site,Wk-170,27656,202,27454,27858,Y,0,charcoal
Murray Darling Basin,142.85,-35.23,open site,SUA-783,27780,730,27050,28510,N,0,charcoal
Murray Darling Basin,142.85,-35.23,open site,SUA-559,31700,1140,30560,32840,N,0,charcoal
Murray Darling Basin,142.85,-35.23,open site,Wk-171,40384,766,39618,41150,U,0,charcoal
Murray Darling Basin,143,-33.87,open site,ANU-881,14630,100,14530,14730,N,0,charcoal
Murray Darling Basin,143.06,-35.26,burial,SUA-1695C,1100,80,1020,1180,Y,0,bone (re-precipitated alkali soluble fraction)
Murray Darling Basin,143.06,-35.26,burial,SUA-1695B,1380,70,1310,1450,Y,0,bone (residue)
Murray Darling Basin,145.4,-36.38,open site,Beta-63810,860,70,790,930,U,0,charcoal
Murray Darling Basin,145.4,-36.38,open site,Beta-63811,4170,70,4100,4240,U,0,charcoal
Murray Darling Basin,139.61,-34.69,rockshelter,Not given,2245,140,2105,2385,Y,0,charcoal
Murray Darling Basin,139.61,-34.69,rockshelter,GaK-1021,2980,90,2890,3070,Y,0,charcoal
Murray Darling Basin,139.61,-34.69,rockshelter,Gak-1022,3460,100,3360,3560,Y,0,charcoal
Murray Darling Basin,139.61,-34.69,rockshelter,L-271G,4290,140,4150,4430,Y,0,freshwater shell (Unio protovittatus)
Murray Darling Basin,139.61,-34.69,rockshelter,GaK-1023,4360,110,4250,4470,Y,0,charcoal
Murray Darling Basin,139.61,-34.69,rockshelter,Gak-1024,5180,100,5080,5280,Y,0,charcoal
Murray Darling Basin,142.09,-34.09,midden,Beta-38416,12450,80,12370,12530,Y,0,freshwater mussel
Murray Darling Basin,142.09,-34.09,midden,Beta-38418,12420,80,12340,12500,Y,0,freshwater mussel
Murray Darling Basin,143.43,-34.11,midden,N-1437,12100,150,11950,12250,Y,0,freshwater shell (Unionid sp.)
Murray Darling Basin,142.75,-34.58,burial,ANU-5311,1590,260,1330,1850,Y,0,calcium carbonate
Murray Darling Basin,142.75,-34.58,burial,ANU-5309,3390,190,3200,3580,Y,0,calcium carbonate
Murray Darling Basin,139.54,-34.79,rockshelter,Not given,1290,80,1210,1370,U,0,charcoal
Murray Darling Basin,139.54,-34.79,rockshelter,Not given,1806,85,1721,1891,U,0,charcoal
Murray Darling Basin,139.54,-34.79,rockshelter,Not given,1931,85,1846,2016,Y,0,charcoal
Murray Darling Basin,139.54,-34.79,rockshelter,R-456/1,4850,100,4750,4950,U,0,freshwater mussel (Unio shell)
Murray Darling Basin,139.54,-34.79,rockshelter,NPL-28,1000,91,909,1091,Y,0,charcoal
Murray Darling Basin,139.54,-34.79,rockshelter,NPL-29,1220,94,1126,1314,Y,0,charcoal
Murray Darling Basin,139.54,-34.79,rockshelter,NPL-63,3450,90,3360,3540,Y,0,charcoal
Murray Darling Basin,139.54,-34.79,rockshelter,NZ-365,3240,80,3160,3320,Y,0,charcoal
Murray Darling Basin,139.54,-34.79,rockshelter,NZ-364,4800,100,4700,4900,Y,0,freshwater mussel (Unio shell)
Murray Darling Basin,142.05,-34.17,burial,SUA-2102,1860,90,1770,1950,Y,0,charcoal
Murray Darling Basin,142.19,-34.31,midden,Beta-48997,17820,90,17730,17910,Y,0,freshwater mussel
Murray Darling Basin,142.19,-34.31,midden,Beta-58969,19890,220,19670,20110,Y,0,freshwater mussel
Murray Darling Basin,140.56,-34.42,burial,ANU-6899,350,200,150,550,Y,0,human bone
Murray Darling Basin,140.56,-34.42,burial,ANU-6901,590,220,370,810,Y,0,human bone
Murray Darling Basin,140.56,-34.42,burial,ANU-6894,1070,200,870,1270,Y,0,human bone
Murray Darling Basin,140.56,-34.42,burial,ANU-6895,1560,200,1360,1760,Y,0,human bone
Murray Darling Basin,140.56,-34.42,burial,ANU-6896,4700,140,4560,4840,Y,0,human bone
Murray Darling Basin,141.97,-35.75,hearth,Beta-54055,160,60,100,220,Y,0,freshwater mussel
Murray Darling Basin,143,-33.7,midden,CAMS-2873,18800,150,18650,18950,Y,0,charcoal from hearth
Murray Darling Basin,143,-33.7,hearth,CAMS-2875,20880,180,20700,21060,Y,0,charcoal from hearth
Murray Darling Basin,143,-33.7,open site,CAMS-1929,21140,190,20950,21330,Y,0,emu eggshell
Murray Darling Basin,143,-33.7,open site,CAMS-1930,21190,190,21000,21380,Y,0,otolith
Murray Darling Basin,143,-33.7,hearth,CAMS-2784,26630,350,26280,26980,Y,0,humics from CAMS-2873
Murray Darling Basin,143,-33.7,hearth,CAMS-2041,27570,400,27170,27970,Y,0,charcoal from hearth
Murray Darling Basin,143,-33.7,hearth,CAMS-2040,30030,630,29400,30660,Y,0,charcoal from hearth
Murray Darling Basin,143,-33.7,hearth,CAMS-2042,30050,530,29520,30580,Y,0,charcoal from hearth
Murray Darling Basin,143,-33.7,hearth,CAMS-2039,30380,550,29830,30930,Y,0,charcoal from hearth
Murray Darling Basin,143,-33.7,open site,CAMS-1923,34450,820,33630,35270,Y,0,humics
Murray Darling Basin,143,-33.7,open site,CAMS-1922,34580,860,33720,35440,Y,0,humics
Murray Darling Basin,143,-33.7,open site,CAMS-1925,35590,990,34600,36580,Y,0,freshwater mussel shell
Murray Darling Basin,143,-33.7,open site,CAMS-2038,36170,1110,35060,37280,Y,0,freshwater mussel shell
Murray Darling Basin,143,-33.8,midden,ANU 2207,23600,610,22990,24210,Y,0,freshwater mussel shell
Murray Darling Basin,143,-33.7,hearth,ANU 670,26580,1905,24900,28710,Y,1,charcoal from hearth
Murray Darling Basin,143,-33.7,hearth,ANU 671,1390,80,1310,1470,Y,0,charcoal from hearth
Murray Darling Basin,143,-33.7,hearth,ANU 672,240,60,180,300,Y,0,charcoal from hearth
Murray Darling Basin,143,-33.8,hearth,ANU 1473,15950,810,15140,16760,Y,0,charcoal from hearth
Murray Darling Basin,143,-33.8,midden,ANU 1469,19680,550,19130,20230,Y,0,charcoal from midden
Murray Darling Basin,143,-33.8,midden,N 1664,22600,430,22170,23030,Y,0,freshwater mussel shell
Murray Darling Basin,143,-33.8,hearth,ANU 1471,25150,800,24350,25950,Y,0,charcoal from hearth
Murray Darling Basin,143,-33.8,hearth,ANU 1472,30750,2900,28350,34150,Y,1,charcoal from hearth
Murray Darling Basin,143,-33.8,midden,ANU 1692,34450,1500,32950,35950,Y,0,freshwater mussel shell
Murray Darling Basin,143,-33.8,midden,ANU 1470,36200,3825,33250,40900,Y,1,freshwater mussel shell
Murray Darling Basin,143,-33.8,midden,ANU 2586,33100,850,32250,33950,Y,0,freshwater mussel shell
Murray Darling Basin,143,-33.7,midden,ANU 1491B,23350,400,22950,23750,Y,0,charcoal from midden
Murray Darling Basin,143,-33.7,midden,ANU 1491A,23650,950,22700,24600,Y,0,charcoal from midden
Murray Darling Basin,143,-33.7,midden,N 2032,35100,1600,33500,36700,Y,0,freshwater mussel shell
Murray Darling Basin,143,-33.7,midden,N 1665,35600,1650,34100,37400,Y,1,freshwater mussel shell
Murray Darling Basin,143,-33.7,midden,ANU 1697,36800,1800,35200,38800,Y,1,freshwater mussel shell
Murray Darling Basin,143,-33.7,hearth,ANU 304,26900,2350,25300,30000,Y,1,charcoal from hearth
Murray Darling Basin,143.1,-33.5,burial,NZA-164,16535,535,16000,17070,Y,0,humic acids
Murray Darling Basin,141.91,-36.06,hearth,Beta-54054,910,50,860,960,Y,0,charcoal
Murray Darling Basin,143.4,-33.2,midden,ANU-882,15490,740,14750,16230,N,0,charcoal
Murray Darling Basin,143.08,-33.72,open site,ANU-1262,31100,2000,29350,33350,Y,1,charcoal
Murray Darling Basin,141.84,-33.46,burial,Not given,6820,200,6620,7020,Y,0,
Murray Darling Basin,141.2,-35.2,midden,GaK 2511,180,80,100,260,Y,0,charcoal from midden
Murray Darling Basin,141.2,-35.2,,Beta 90707,220,40,180,260,U,0,freshwater mussel shell
Murray Darling Basin,141.2,-35.2,,Not given,230,80,150,310,U,0,freshwater mussel shells
Murray Darling Basin,141.2,-35.2,,Wk 4908,270,50,220,320,U,0,freshwater mussel shell
Murray Darling Basin,141.2,-35.2,,Beta 90708,460,40,420,500,U,0,freshwater mussel shell
Murray Darling Basin,141.2,-35.2,,Wk 4904,460,50,410,510,U,0,freshwater mussel shell
Murray Darling Basin,141.2,-35.2,,Wk 5254,470,50,420,520,U,0,freshwater mussel shell
Murray Darling Basin,141.2,-35.2,,Wk 5334,490,50,440,540,U,0,freshwater mussel shell
Murray Darling Basin,141.2,-35.2,,Wk 5339,490,50,440,540,U,0,freshwater mussel shell
Murray Darling Basin,141.2,-35.2,,Wk 5257,630,50,580,680,U,0,freshwater mussel shell
Murray Darling Basin,141.2,-35.2,,Beta 90709,650,110,540,760,U,0,freshwater mussel shell
Murray Darling Basin,141.2,-35.2,,Wk 4903,680,50,630,730,U,0,freshwater mussel shell
Murray Darling Basin,141.2,-35.2,,ANU 3340,690,70,620,760,U,0,freshwater mussel shell
Murray Darling Basin,141.2,-35.2,burial,ANU 421,750,170,580,920,Y,0,human bone collagen
Murray Darling Basin,141.2,-35.2,,Wk 5394,800,50,750,850,U,0,freshwater mussel shell
Murray Darling Basin,141.2,-35.2,,Wk 5389,830,50,780,880,U,0,freshwater mussel shell
Murray Darling Basin,141.2,-35.2,,Wk 5340,840,50,790,890,U,0,freshwater mussel shell
Murray Darling Basin,141.2,-35.2,,Wk 4906,860,50,810,910,U,0,freshwater mussel shell
Murray Darling Basin,141.2,-35.2,,Wk 5255,930,50,880,980,U,0,freshwater mussel shell
Murray Darling Basin,141.2,-35.2,,Wk 5391,1080,50,1030,1130,U,0,freshwater mussel shell
Murray Darling Basin,141.2,-35.2,,Wk 5395,1200,50,1150,1250,U,0,freshwater mussel shell
Murray Darling Basin,141.2,-35.2,,Wk 5393,1220,60,1160,1280,U,0,freshwater mussel shell
Murray Darling Basin,141.2,-35.2,midden,GaK 2008,1320,80,1240,1400,Y,0,charcoal from midden
Murray Darling Basin,141.2,-35.2,,Wk 5341,1320,50,1270,1370,U,0,freshwater mussel shell
Murray Darling Basin,141.2,-35.2,hearth,Wk 5396,1510,60,1450,1570,Y,0,charcoal from hearth
Murray Darling Basin,141.2,-35.2,,Beta 90710,1580,70,1510,1650,U,0,freshwater mussel shell
Murray Darling Basin,141.2,-35.2,midden,GaK 2512,1660,110,1550,1770,Y,0,charcoal from midden
Murray Darling Basin,141.2,-35.2,hearth,GaK 2007,1930,80,1850,2010,Y,0,charcoal from hearth
Murray Darling Basin,141.2,-35.2,hearth,Wk 5258,2020,60,1960,2080,Y,0,charcoal from hearth
Murray Darling Basin,141.2,-35.2,,Wk 4907,2320,70,2250,2390,U,0,freshwater mussel shell
Murray Darling Basin,141.2,-35.2,,Wk 5343,2540,70,2470,2610,U,0,freshwater mussel shell
Murray Darling Basin,141.2,-35.2,,Wk 4905,3460,60,3400,3520,U,0,freshwater mussel shell
Murray Darling Basin,141.2,-35.2,,Wk 5336,4070,50,4020,4120,U,0,freshwater mussel shell
Murray Darling Basin,141.2,-35.2,,Wk 5256,4200,50,4150,4250,U,0,freshwater mussel shell
Murray Darling Basin,141.2,-35.2,,Wk 5342,4340,60,4280,4400,U,0,freshwater mussel shell
Murray Darling Basin,141.2,-35.2,,Wk 5387,5040,150,4890,5190,U,0,freshwater mussel shell
Murray Darling Basin,141.2,-35.2,,Wk 5388,5180,90,5090,5270,U,0,freshwater mussel shell
Murray Darling Basin,141.2,-35.2,midden,Wk 5338,5360,240,5120,5600,Y,0,charcoal from midden
Murray Darling Basin,141.2,-35.2,,Wk 5386,5470,140,5330,5610,U,0,freshwater mussel shell
Murray Darling Basin,141.2,-35.2,,Wk 5337,5490,100,5390,5590,U,0,freshwater mussel shell
Murray Darling Basin,141.2,-35.2,,Wk 5390,5880,110,5770,5990,U,0,freshwater mussel shell
Murray Darling Basin,141.2,-35.2,,GaK 2416,6360,140,6220,6500,U,0,freshwater mussel shells
Murray Darling Basin,141.2,-35.2,,Wk 5335,6930,60,6870,6990,U,0,freshwater mussel shell
Murray Darling Basin,141.2,-35.2,,Wk 4910,7820,110,7710,7930,U,0,freshwater mussel shell
Murray Darling Basin,141.2,-35.2,,Wk 5392,8850,100,8750,8950,U,0,freshwater mussel shell
Murray Darling Basin,141.2,-35.2,midden,ANU 404B,12600,1300,11300,13900,Y,0,charcoal from midden
Murray Darling Basin,141.2,-35.2,midden,ANU 404B,12600,1300,11300,13900,Y,0,charcoal from midden
Murray Darling Basin,141.2,-35.2,,ANU 2499,14900,120,14780,15020,U,0,freshwater mussel shells
Murray Darling Basin,141.2,-35.2,,ANU 2501,15200,120,15080,15320,U,0,freshwater mussel shells
Murray Darling Basin,141.2,-35.2,midden,GaK 2515,15300,500,14800,15800,Y,0,charcoal from midden
Murray Darling Basin,141.2,-35.2,,ANU 2875,15750,220,15530,15970,U,0,freshwater mussel shells
Murray Darling Basin,141.2,-35.2,,ANU 405,15900,275,15625,16175,U,0,freshwater mussel shells
Murray Darling Basin,141.2,-35.2,midden,ANU 405,15900,275,15625,16175,Y,0,freshwater mussel shells
Murray Darling Basin,141.2,-35.2,,ANU 2876,16170,190,15980,16360,U,0,freshwater mussel shells
Murray Darling Basin,141.2,-35.2,,ANU 422,16720,260,16460,16980,U,0,freshwater mussel shells
Murray Darling Basin,141.2,-35.2,midden,ANU 422,16720,260,16460,16980,Y,0,freshwater mussel shells
Murray Darling Basin,141.2,-35.2,,ANU 404A,17530,320,17210,17850,U,0,freshwater mussel shells
Murray Darling Basin,141.2,-35.2,midden,ANU 404A,17530,320,17210,17850,Y,0,freshwater mussel shells
Murray Darling Basin,141.2,-35.2,,ANU 3341,17600,300,17300,17900,U,0,freshwater mussel shells
Murray Darling Basin,141.2,-35.2,midden,GaK 2514,18200,800,17400,19000,Y,0,charcoal from midden
Murray Darling Basin,141.15,-34.1,burial,ANU-7500,4110,120,3990,4230,Y,0,freshwater shell
Murray Darling Basin,141.03,-35.08,burial,ANU-420C,4550,185,4365,4735,Y,0,human bone apatite
Murray Darling Basin,147.7,-34.1,burial,Gak-1430,5900,550,5350,6450,Y,0,bone (collagen not removed)
Murray Darling Basin,147.7,-34.1,burial,Gak-1432,4170,300,3870,4470,Y,0,bone (collagen not removed)
Murray Darling Basin,147.7,-34.1,burial,Gak-1433,4400,220,4180,4620,Y,0,bone (collagen not removed)
Murray Darling Basin,147.7,-34.1,burial,Gak-1431,5350,290,5060,5640,Y,0,bone (collagen not removed)
Murray Darling Basin,142.25,-34.25,burial,ANU-5787a,6610,190,6420,6800,Y,0,human bone apatite
Murray Darling Basin,142.36,-35.11,open site,SUA-2103,7030,80,6950,7110,U,0,charcoal
Murray Darling Basin,142.41,-32.4,burial,ANU-7504,2150,170,1980,2320,Y,0,human bone apatite
